txname	uhr 1	uhr 2	uhr 3	uhr 4	brain 1	brain 2	brain 3	brain 4	seqnames	start	end	width	strand	tx_id
NM_052904	0.01550994	0.01577271	0.01401305	0.01666209	0.65747938	0.65085822	0.63090696	0.63660536	chr6	97479217	97695351	216135	+	11935
NM_053283	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	chr12	53324642	53328416	3775	-	23946
NM_054024	0.02370514	0.02187682	0.02756619	0.02534361	0.00058856	0.00048363	0.00054129	0.00048363	chr14	38772876	38792326	19451	+	25495
NM_078467	0.40490177	0.41306319	0.40152001	0.39658653	0.39458839	0.41339755	0.41257912	0.40786225	chr6	36752245	36763095	10851	+	11474
NM_078470	0.35156866	0.35529788	0.35983862	0.36885618	0.20090643	0.2061469	0.22314852	0.2170679	chr10	101458495	101482413	23919	-	20367
NM_080598	2.42079949	2.23808175	2.39027504	2.36036599	1.70596794	1.7676796	1.77535169	1.80042809	chr6_cox_hap1	2944165	2956391	12227	-	36560
NM_080598	2.42079949	2.23808175	2.39027504	2.36036599	1.70596794	1.7676796	1.77535169	1.80042809	chr6_qbl_hap2	2745624	2757847	12224	-	36871
NM_080598	2.42079949	2.23808175	2.39027504	2.36036599	1.70596794	1.7676796	1.77535169	1.80042809	chr6	31605975	31618204	12230	-	11191
NM_080655	0.33785892	0.33929497	0.32977139	0.33786674	0.18102822	0.17851707	0.18048284	0.17857533	chr9	102229316	102253838	24523	+	15801
NM_080671	0.15251308	0.15167324	0.15763759	0.15370182	0.06104782	0.06117863	0.05936178	0.05947732	chr2	223625106	223628599	3494	+	5701
NM_130798	0.49400766	0.51205548	0.50276746	0.50253477	0.16439213	0.15367803	0.16503402	0.16608507	chr15	40575127	40612548	37422	+	27012
NM_130901	0.00381853	0.00366622	0.00420178	0.00545968	0.39881126	0.39808185	0.40434476	0.42649062	chr15	29562621	29734834	172214	-	26417
NM_133487	0.54601851	0.56563007	0.52316937	0.55961033	0.00700296	0.00742009	0.00715433	0.00649751	chr15	38774619	38811648	37030	+	26345
NM_138572	0.15269087	0.1507109	0.15504869	0.1502396	0.06524121	0.06871996	0.0666199	0.06368677	chr6	42126229	42156622	30394	+	11554
NM_138711	0.13692548	0.13538722	0.14204378	0.13180575	0.04209899	0.03783634	0.04274032	0.04033017	chr3	12305436	12450855	145420	+	6039
NM_139012	0.93441508	0.95036	0.98288025	0.91594414	0.82163657	0.80596516	0.80476829	0.84667976	chr6	36103432	36186991	83560	+	11458
NM_139266	0.43875283	0.42514365	0.43329753	0.43074029	0.39869898	0.39121421	0.39118079	0.38929849	chr2	191548508	191587221	38714	-	5504
NM_145273	0.00046296	0.00046296	0.00046296	0.00046296	0.00046434	0.00046434	0.00046434	0.00046434	chr17	39280042	39296523	16482	+	30130
NM_145283	0.04943383	0.04765001	0.04732368	0.05028251	0.00841863	0.00744062	0.00862054	0.00997122	chr9	90339836	90380524	40689	+	16361
NM_145731	0.53618781	0.51083926	0.54163221	0.535689	4.19554545	4.40950054	4.50205366	4.31304998	chr22	38075900	38104340	28441	+	35978
NM_145872	0.0005247	0.00045469	0.00059185	0.00047664	0.00099166	0.00082595	0.00095752	0.00086973	chr7	94953149	94996049	42901	+	13405
NM_147191	0.0003998	0.00051385	0.00054583	0.00121255	0.00427238	0.00368539	0.00339229	0.00485994	chr10	127445016	127454380	9365	-	20566
NM_152605	0.02257088	0.02189595	0.02070104	0.02191101	0.09348662	0.09806147	0.09090106	0.09667006	chr19	42850490	42875056	24567	-	31714
NM_152677	0.00263338	0.001385	0.00260378	0.00125452	0.00118608	0.00134952	0.00089782	0.000997	chr19	62872115	62882332	10218	+	33912
NM_152719	0.00049585	0.00049585	0.00049585	0.00049585	0.00049016	0.00049016	0.00049016	0.00049016	chr13	45174447	45186694	12248	+	24943
NM_152909	0.11984944	0.11562775	0.11871063	0.11717753	0.15300847	0.14895719	0.15100113	0.14720851	chr19	62593030	62605731	12702	+	33896
NM_152942	0.02166268	0.02171669	0.02138055	0.02513251	0.00118238	0.00102299	0.00069427	0.00072737	chr1	12108545	12126851	18307	+	1245
NM_153001	0.90527169	0.9160919	0.88580136	0.9110471	0.65440732	0.64414067	0.65375226	0.63473565	chr19	45168913	45179193	10281	+	32887
NM_153036	0.00546542	0.0060235	0.00589147	0.00520184	0.00059309	0.00040228	0.00040228	0.00040228	chr6	116956888	116986724	29837	+	12068
NM_153230	0.00040596	0.00086358	0.00130516	0.00076081	0.00104929	0.00152343	0.00142372	0.00151714	chr17	6620276	6631689	11414	+	29212
NM_153320	0.00337701	0.00360668	0.00427213	0.00496418	0.0012607	0.00104496	0.00161991	0.00136722	chr6	43373976	43381254	7279	+	11594
NM_153325	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	chr20	16351	25296	8946	+	34241
NM_153448	0.03474828	0.03019773	0.0357079	0.032909	0.00040984	0.00040984	0.00040984	0.00040984	chrX	103381375	103386255	4881	-	18084
NM_153692	0.00096378	0.00045684	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363	0.00048363	chr8	38950825	38965338	14514	+	15008
NM_153831	0.67767609	0.65786482	0.65887892	0.67105316	1.05380383	1.043305	1.0093896	1.05459594	chr8	141737663	142080594	342932	-	14686
NM_170707	6.00618657	6.00487823	5.70614706	5.60866797	0.90920442	0.88907168	0.89024997	0.9169694	chr1	154351085	154376502	25418	+	2780
NM_170726	0.26971838	0.2603728	0.24027599	0.25893523	0.32050808	0.3062011	0.30596378	0.29641355	chr1	19070511	19101880	31370	-	1351
NM_173487	0.10355082	0.09788113	0.09823975	0.09955674	0.15823248	0.16125707	0.15182722	0.14899872	chr4	130234279	130253293	19015	+	8952
NM_173572	0.00342858	0.00547982	0.00504412	0.00531669	0.04684253	0.04801712	0.05147576	0.04615164	chr10	134592679	134606079	13401	-	20590
NM_175610	0.18189874	0.1823298	0.18296809	0.18088364	0.17113626	0.1748054	0.17861811	0.1803133	chr15	27779649	27901998	122350	-	26411
NM_175634	0.00060662	0.00068661	0.00057224	0.00055118	0.10477674	0.10910619	0.11336779	0.10302784	chr8	93036371	93184630	148260	-	14556
NM_175862	0.02142563	0.02139053	0.02063704	0.02102861	0.01440091	0.01572023	0.01571548	0.01417078	chr3	123256911	123322673	65763	+	7337
NM_178329	0.03258781	0.03337833	0.03396442	0.03209344	0.00048939	0.00076913	0.00177342	0.00048939	chr3	46258876	46283201	24326	+	6158
NM_181054	3.11517755	3.07307094	3.06996471	3.02247166	1.47403257	1.43849112	1.4600656	1.4346707	chr14	61231872	61284730	52859	+	25670
NM_181457	0.02747641	0.03221119	0.02786048	0.03028802	0.01037844	0.00896496	0.01000452	0.01063118	chr2	222774676	222871959	97284	-	4475
NM_182649	3.88768289	3.89646821	4.00564205	3.87724886	0.29893832	0.42197315	0.40137003	0.41504026	chr20	5043599	5048647	5049	-	34356
NM_183005	0.33138321	0.33900991	0.35608552	0.34432632	0.24673379	0.24356559	0.26514224	0.25731988	chr10	15179188	15186262	7075	+	19873
NM_198175	3.34393524	3.35749708	3.32751057	3.39304715	1.37021442	1.36057117	1.3246353	1.35710695	chr17	46585919	46594449	8531	+	30405
NM_198970	3.32968051	3.63664349	3.65330418	3.75686899	12.79746931	13.32688286	13.47518433	13.09054329	chr19	3003908	3013371	9464	-	31950
NM_199160	0.00286765	0.00323266	0.00347119	0.00330483	0.11085729	0.1175788	0.11262199	0.11795792	chr9	124004679	124030840	26162	-	16568
NM_199482	0.36331573	0.36366503	0.36046887	0.35231408	0.57585467	0.66677228	0.58258658	0.60185854	chr2	198088565	198125760	37196	+	5516
NM_201629	0.18851279	0.19351393	0.1932186	0.19003958	0.4044268	0.41253473	0.40897763	0.40942812	chr9	70978791	71059944	81154	+	15709
NM_206840	0.21684035	0.21522689	0.20939313	0.2181037	0.09632862	0.10026649	0.09909807	0.09482717	chr1	222481659	222584495	102837	-	918
NM_213566	0.84750423	0.84849554	0.84971647	0.79789699	0.29886899	0.28871355	0.29691271	0.31084342	chr1	10443190	10455200	12011	-	1208
